month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_feet,median_listing_price_per_square_feet_mm,median_listing_price_per_square_feet_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy
201904,north dakota,nd,239950.0,0.0122,0.0038,3336,0.0814,0.0328,71.5,-0.1966,0.0214,1168,0.5615,0.0936,28,-0.2222,0.0,624,0.4717,0.0612,1787,0.0469,0.2198,112.18392641522836,0.0056,-0.0067,2117.0,-5.0E-4,-0.0033,286223.0,0.017,0.0522
201904,texas,tx,299500.0,0.0154,0.0015,101766,0.0445,0.0861,55.0,-0.0517,0.028,42648,0.0875,0.0367,4580,0.4241,0.2793,30200,0.1289,0.159,102937,0.1746,0.1365,130.96093749999997,0.0096,0.0385,2264.0,0.0107,-0.0165,420704.0,0.0286,0.0076
201904,mississippi,ms,199950.0,0.0251,0.0466,10637,-0.0029,-0.1163,80.5,-0.195,-0.0301,2832,0.0014,-0.1004,108,-0.1,-0.3864,2096,0.0985,-0.0742,19053,0.0487,0.2278,91.06147752245042,0.0345,-0.0029,1936.5,0.0192,-0.0044,259981.0,0.0187,0.0385
201904,kansas,ks,190050.0,0.0561,0.086,9653,0.027,-0.0087,62.0,-0.1948,0.0248,4252,0.2869,0.0047,136,-0.2609,-0.3462,2440,0.4524,0.1031,5524,0.1693,0.4215,91.58172034480936,0.0424,0.1574,1999.5,0.0285,0.0941,277348.0,0.0165,0.1013
201904,vermont,vt,289050.0,0.0,0.0627,4361,-0.0098,-0.099,178.0,0.0114,-0.0166,848,0.0984,-0.0901,16,0.0,-0.5,532,0.1083,0.0153,1971,0.3574,0.7006,142.66586768935764,-0.0032,0.0246,2013.0,-0.0015,0.0273,415993.99999999994,-0.0178,0.0549
201904,minnesota,mn,299750.0,0.0159,0.0338,17850,0.0987,0.1247,49.0,-0.1552,-0.0755,9848,0.3527,0.1735,244,0.3864,-0.0758,3416,0.2577,0.1683,13698,0.3828,-0.2249,144.22964783678225,0.0094,0.047,2040.0,0.0029,-0.0483,387475.0,0.0165,6.0E-4
201904,california,ca,569050.0,0.0364,0.0402,78652,0.0499,0.1533,42.5,-0.0957,0.1486,47300,0.201,0.0307,1640,0.0074,-0.0929,22012,0.0731,0.3225,66543,0.1223,0.0841,310.81249999999994,0.0224,0.0736,1852.5,0.0179,-0.0204,1066488.0,0.0339,0.0147
201904,washington,wa,475000.0,0.0214,0.1323,14970,0.0473,0.1729,32.0,-0.3469,-0.0448,10428,0.0949,-0.0585,388,-0.5381,-0.2114,3872,0.3278,0.2474,40295,0.2279,1.5367,222.44019966162216,0.0057,0.1277,2089.0,0.0141,0.008,669951.0,0.0161,0.1059
201904,louisiana,la,229950.0,0.0218,0.0328,19345,0.0121,0.0268,76.5,-0.1307,0.0775,5336,-0.0162,-0.0213,176,0.0476,-0.2542,4796,0.0677,0.0222,19562,0.1035,0.2794,116.79817708333333,0.0106,0.029,1889.0,0.0107,0.0156,303833.0,0.0226,0.0263
201904,iowa,ia,219300.0,0.0198,0.0452,12613,0.0471,0.0901,68.0,-0.2,0.0543,5200,0.4428,0.1829,236,0.1346,0.6389,3216,0.4434,0.418,18952,0.0888,0.2223,125.4432190231883,0.017,0.0639,1646.0,0.003,-0.0126,252603.00000000003,0.0237,0.0154
201904,north carolina,nc,316046.0,0.036,0.1031,42381,0.0226,-0.0993,69.5,-0.2011,-0.1032,15904,0.0677,-0.0185,1252,0.1507,-0.0629,9536,0.0941,-0.0226,59292,0.1129,-0.0012,128.94531249999997,0.0234,0.0604,1949.5,0.0442,-0.06,420793.99999999994,0.0353,0.0837
201904,nebraska,ne,251300.0,0.0255,0.0471,4529,0.0385,0.0474,33.0,-0.4762,-0.2903,2600,0.5588,0.0744,192,3.0,1.2857,956,0.9752,0.1168,5563,0.2015,-0.1367,119.53969087667289,-0.0046,0.0555,1915.5,0.081,0.0221,291902.0,-0.0781,-0.0073
201904,maryland,md,340546.0,0.0477,0.0413,19436,0.0532,-0.0424,43.5,-0.1944,-0.1122,10768,0.1766,0.0251,456,0.0857,-0.3006,6080,0.2562,0.0368,6988,0.0706,-0.8598,168.02343749999997,0.0231,0.4788,1914.0,0.0448,0.8194,458978.0,0.0581,0.0423
201904,arkansas,ar,189950.0,0.0215,0.0556,14894,-0.0075,-0.0352,78.0,-0.1429,-0.0189,4552,0.1577,0.0071,156,0.2188,0.0,2852,0.2209,0.0885,13856,0.11,0.2418,94.70290211510084,0.0213,0.0673,1886.5,0.0469,0.0685,259525.0,0.0272,0.056
201904,kentucky,ky,210044.99999999997,0.05,0.1055,13616,0.0053,-0.0132,68.5,-0.1104,0.0224,5060,0.0639,-0.0431,128,-0.0588,-0.1351,3144,0.1117,0.0342,39209,0.0783,-0.1134,99.91634132738427,0.0287,0.1114,1853.5,0.0355,0.0513,281854.0,0.0283,0.0651
201904,illinois,il,260050.0,0.0612,0.0412,49441,0.0656,0.031,46.0,-0.1154,-0.08,24808,0.1481,0.0699,344,-0.2252,-0.411,14900,0.1852,0.121,41382,0.1842,0.0245,123.72265624999999,0.0413,0.0871,1761.0,0.0298,-0.0206,385467.0,0.0269,0.0103
201904,montana,mt,355050.0,0.0143,0.0238,6068,0.0321,-0.0916,99.0,-0.2556,-0.0791,1932,0.4816,-0.0143,56,0.5556,-0.1765,808,0.3741,-0.0427,9948,0.0786,0.1623,167.28027273382332,0.0112,0.0621,2160.0,0.0169,-0.02,615897.0,-0.002,0.0127
201904,georgia,ga,291500.0,0.0294,0.0051,69883,0.036,0.1726,55.0,-0.0678,0.0185,29072,0.0867,0.0919,2060,-0.189,-0.4012,17728,0.0922,0.2652,76896,0.0678,0.8867,105.89062499999999,0.0196,0.0267,1999.0,0.0241,-0.0745,397622.0,0.0192,-0.0098
201904,tennessee,tn,289950.0,0.0351,0.0839,25279,-0.007,-0.023,52.0,-0.1333,-0.0796,11480,0.1362,0.0206,600,-0.1279,-0.3182,6356,0.1135,0.0413,54599,0.1218,0.2386,126.13281249999999,0.0105,0.0968,2048.5,0.0176,0.0289,394809.0,0.0309,0.0932
201904,virginia,va,330000.0,0.0311,0.0727,33300,0.0976,-0.0836,50.0,-0.1379,-0.0741,14568,0.0391,-0.1027,676,-0.1011,-0.1952,7408,0.2915,-0.0618,18251,0.0733,-0.7063,147.12499999999997,0.0135,0.0635,2155.5,0.0172,0.0777,452117.0,0.0341,0.0482
201904,rhode island,ri,367500.0,0.007,0.0012,3341,0.0674,0.1789,47.5,-0.2578,-0.0206,1952,0.3943,0.1619,4,-0.75,-0.875,668,0.2556,0.1929,3398,0.1086,0.055,216.19810181278532,0.0047,0.0115,1642.5,0.0064,-0.0241,587399.0,0.0077,-0.0068
201904,new york,ny,489050.0,0.0085,0.1098,67179,0.1283,0.0649,65.0,-0.0845,-0.0909,22824,0.2621,0.0065,616,-0.0494,-0.3063,12728,0.2362,0.186,65909,0.1397,0.0697,161.84374999999997,0.0171,0.114,1505.0,0.0344,0.0033,1098234.0,-0.0444,-0.0149
201904,alabama,al,234500.0,0.0238,0.1035,22481,0.0815,-0.1083,73.0,-0.1512,-0.0267,6896,0.1808,-0.0844,472,0.0926,-0.169,4408,0.241,-0.0945,8733,0.0858,0.2136,106.24999999999999,0.0102,0.0735,1989.0,0.0221,0.0051,308084.0,0.0246,0.1002
201904,missouri,mo,208550.0,0.043,0.0979,21273,0.0119,-0.0864,64.0,-0.1795,-0.0078,9416,0.2047,-0.0101,272,-0.2,-0.3818,5260,0.2804,0.0,36091,0.0445,0.2069,107.94531249999999,0.024,0.1632,1765.0,0.0086,0.062,279669.0,0.0269,0.0426
201903,new hampshire,nh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,michigan,mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,oregon,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,illinois,il,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,utah,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,north carolina,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,arizona,az,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,mississippi,ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,new jersey,nj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,alabama,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,vermont,vt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,wisconsin,wi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,florida,fl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,new mexico,nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,north dakota,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,montana,mt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,ohio,oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,maryland,md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,delaware,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,new york,ny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,south carolina,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,pennsylvania,pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,district of columbia,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,massachusetts,ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,hawaii,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,west virginia,wv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,kansas,ks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,connecticut,ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,virginia,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,maine,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,south dakota,sd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,tennessee,tn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,georgia,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,nebraska,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,colorado,co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,texas,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,wyoming,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,minnesota,mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,arkansas,ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,oklahoma,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,indiana,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,kentucky,ky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,alaska,ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,iowa,ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,washington,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,missouri,mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,nevada,nv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,rhode island,ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,louisiana,la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,california,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201903,idaho,id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201902,west virginia,wv,166550.0,0.0091,0.0472,7383,-0.0101,-0.0601,123.0,0.0165,-0.016,1448,0.0028,-0.0859,72,0.3846,0.0588,940,0.0307,-0.1132,6668,0.0802,0.0097,83.87547177004308,0.0044,0.0541,1674.5,0.0045,0.0601,229289.0,0.0091,0.0631
201902,kansas,ks,172500.0,0.0265,0.0781,9689,-0.0105,0.0589,94.5,0.0216,0.0442,2884,-0.0137,-0.0177,124,-0.3404,-0.2955,1536,-0.1152,-0.0495,4491,0.1155,0.4048,85.92269595176572,0.0266,0.1417,1893.0,-0.0029,0.0864,263901.0,0.0419,0.1176
201902,ohio,oh,169500.0,0.027,0.1304,27753,-0.0589,-0.0517,82.0,0.0123,-0.0353,10412,-0.0106,-0.0441,244,-0.1286,-0.2651,6124,-0.0665,-0.023,95284,0.0561,0.0874,88.52083333333333,0.004,0.0374,1647.0,0.0043,0.0765,252421.99999999997,0.0284,0.077
201902,pennsylvania,pa,199950.0,0.0228,0.0526,39899,-0.0333,-0.0672,103.0,0.0249,-0.0283,11608,-0.0298,-0.0802,764,0.2905,0.1506,7404,-0.0217,-0.0517,47357,0.0609,0.0785,86.0226323119777,-0.0111,-0.0547,1437.0,-0.0021,-0.0154,296304.0,0.0202,0.0443
201902,oregon,or,417500.0,0.012,0.0436,13649,-0.0174,0.1451,80.0,-0.0805,0.0,5024,-0.0872,0.004,348,-0.0114,0.1154,2964,-0.0451,0.235,19259,0.0707,0.0715,212.61276237638037,0.0042,0.0464,1975.5,0.0092,-0.0115,560713.0,0.0093,0.0126
201902,texas,tx,285050.0,0.0093,0.0103,97797,0.0132,0.1209,71.5,-0.1062,-0.0403,36108,0.0294,0.0983,3988,0.0484,-0.0348,24876,0.0247,0.3137,84520,0.1017,0.062,127.51562499999999,0.0098,0.0417,2206.5,0.0025,-0.0171,394982.0,0.0121,-0.002
201902,missouri,mo,189950.0,0.0088,0.0582,21667,-0.0284,-0.0252,98.0,0.0316,0.037,6444,-0.0056,-0.1095,272,0.193,-0.2273,3400,-0.067,-0.0938,34060,0.072,-0.3297,101.92871093749999,0.0118,0.1585,1720.5,0.0159,0.0753,265332.0,0.0236,0.0457
201902,minnesota,mn,288450.0,0.0304,0.0587,13984,-0.0228,0.0039,94.0,-0.0053,0.0162,4900,-0.0474,-0.1723,136,-0.1282,-0.4848,1936,-0.167,-0.0202,13465,-0.265,-0.1468,143.52554713337972,0.0131,0.0787,2049.0,0.0164,-0.0208,381158.0,0.0276,0.0138
201902,maine,me,239500.0,0.0019,0.0642,7558,-0.0368,-0.0382,162.0,0.0764,-0.0442,1208,0.1269,-0.0382,40,0.6667,-0.0909,728,-0.1333,0.046,6417,0.0072,-0.2443,141.5329495345419,0.0036,0.0606,1680.0,0.0,-0.0097,353959.0,0.0121,0.0441
201902,north carolina,nc,289500.0,0.0158,0.0702,43044,-0.0128,-0.05,109.0,-0.0354,0.0332,13168,0.0854,-0.0486,1216,0.1429,-0.0256,8136,-0.002,0.1313,49571,0.0772,-0.1149,126.11718749999999,0.0059,0.0801,1943.0,-0.0353,-0.0367,384191.0,0.0157,0.0312
201902,vermont,vt,285050.0,9.0E-4,0.0755,4510,-0.0138,-0.0734,171.5,0.0426,-0.0926,672,0.1126,-0.0175,12,-0.5714,-0.5714,404,-0.0472,-0.0734,1073,0.096,0.1501,142.7751150437644,0.006,0.0385,2000.0,-0.0017,0.0285,407898.0,0.0077,0.0253
201902,hawaii,hi,699050.0,0.0022,0.0356,6418,0.0266,0.1656,78.5,-0.0126,-0.0485,1864,-0.1634,0.0965,56,-0.0667,-0.3,1300,0.0797,0.3771,6666,0.0224,-0.035,510.4595238193729,0.0101,0.0086,1336.5,-0.0067,-0.0118,1275885.0,-0.0079,-0.0557
201902,virginia,va,294500.0,0.0206,0.0295,31114,-0.0258,-0.0367,90.5,-0.0321,0.0585,11076,0.0613,-0.0556,564,-0.0408,-0.1242,4752,-0.0357,-0.1429,23453,0.1499,-0.6031,138.56249999999997,0.0113,0.0344,2016.0,0.008,0.0352,412793.99999999994,0.0262,0.0168
201902,iowa,ia,202500.0,0.0199,0.0303,11996,-0.0251,0.0483,96.0,0.0435,0.0323,2784,-0.2854,-0.1533,52,-0.5357,-0.5667,1488,-0.0993,-0.1036,19159,0.064,0.4956,121.07900915942184,0.0239,0.0664,1624.0,0.0015,-0.0113,241358.0,0.0153,0.0287
201902,maryland,md,318750.0,0.0117,0.0535,17817,-0.0387,0.0165,77.5,-0.0491,-0.0313,6736,0.0712,-0.0497,480,0.0714,-0.0164,4192,-0.0385,0.0315,8127,0.1709,-0.8335,161.6291801510248,0.0079,0.5507,1791.0,0.0025,0.749,419235.99999999994,0.0196,0.0178
201902,florida,fl,326558.0,0.0046,0.0046,164334,0.0348,0.1382,82.0,-0.0296,0.038,47668,-0.0708,0.0095,3972,-0.0406,-0.0788,48660,0.0505,0.2107,82742,-0.006,-0.149,179.51562499999997,0.0046,0.0242,1734.0,0.002,-0.0181,638467.0,0.0038,0.0021
201902,wisconsin,wi,239500.0,0.0415,0.1432,16575,-0.049,-0.1281,110.0,0.0329,-0.0598,4312,-0.1047,-0.1833,148,0.2759,0.3704,1844,-0.2278,-0.1318,24401,0.0132,1.0838,125.49485294117646,0.0127,0.082,1770.0,0.0161,0.0205,316968.0,0.0291,0.0925
201902,alaska,ak,284500.0,0.0123,0.0557,2676,0.0094,-0.0244,113.0,-0.0622,0.061,776,0.0778,0.0,32,-0.1111,-0.2,448,-0.0345,-0.268,3,0.0,2.0,167.37908496732027,0.0055,0.0297,1706.5,0.0029,0.02,323658.0,0.0099,0.0234
201902,michigan,mi,198550.0,0.0338,0.1378,32379,-0.0543,0.056,93.5,0.0686,-0.065,9624,-0.1174,0.0348,412,0.0198,-0.2256,5240,-0.1597,0.1139,29839,0.0432,1.6851,118.92187499999999,0.0156,0.1042,1622.5,0.0056,0.0141,294463.0,0.0209,0.0499
201902,north dakota,nd,232646.99999999997,0.0097,0.0117,3092,-0.0261,-0.0106,101.5,0.005,0.1033,656,-0.2264,-0.18,24,0.5,0.5,304,-0.2549,-0.2165,1631,0.0168,0.1896,110.8785220627326,0.0058,0.0034,2108.0,-0.0019,0.0052,277995.0,0.0091,0.0533
201902,louisiana,la,224000.0,0.018,0.0431,19224,0.0153,0.0809,99.5,-0.0149,0.0474,4904,-0.0168,0.0524,256,0.1034,0.3617,4120,0.0078,0.1016,15645,0.0548,-0.1345,114.3630890660755,0.0025,0.0157,1853.0,0.0035,-0.0247,291833.0,0.0061,0.0165
201902,nebraska,ne,233050.0,0.0175,0.0244,4646,-0.0293,0.1293,67.5,-0.0493,-0.094,1584,-0.1935,0.0025,140,1.0588,0.6667,680,-0.1827,0.1806,3967,0.0388,-0.2497,118.27254209503857,0.0166,0.0529,1720.0,-0.0163,-0.0513,283735.0,0.0168,-0.0281
201902,illinois,il,236500.0,0.0511,0.0584,45171,-0.0013,0.0343,75.5,-0.0904,-0.0195,17812,-0.0091,0.0246,424,0.0928,-0.094,8932,0.0613,0.005,31821,0.1326,-0.1359,115.99999999999999,0.0369,0.0846,1700.0,0.0041,-0.0224,361943.0,0.0521,0.0172
201902,utah,ut,398528.0,0.022,0.0489,11335,-0.0066,0.2482,69.5,-0.0671,-0.0211,4064,-0.0566,-0.0221,472,0.0085,-0.623,2440,-0.0363,0.4988,51233,0.0152,-0.0192,151.43581665720376,0.0161,0.0848,2619.5,0.0046,-0.0244,679349.0,0.0157,-0.0448
201902,washington,wa,449450.0,0.0392,0.1539,14466,-0.0321,0.3152,66.0,-0.102,0.2816,6212,-0.1295,-0.11,404,0.0745,-0.1789,2476,-0.2524,0.3604,19913,0.0543,0.5264,213.20846193354902,0.0129,0.1529,2051.0,0.0071,-5.0E-4,633195.0,0.0327,0.1108
201902,new mexico,nm,239975.0,0.002,0.0444,7691,-0.0159,-0.1302,103.5,-0.0461,-0.0548,2300,0.0994,-0.0385,92,0.2105,0.15,1372,0.0148,-0.0115,4382,0.0531,-0.2899,122.00697458853318,0.0091,0.0399,1925.0,-0.0018,0.0118,370780.0,0.0137,0.0317
201902,south carolina,sc,273995.0,0.0121,0.0538,28647,0.011,0.0175,94.5,-0.0357,0.0,8548,-0.0033,0.0269,1144,0.1128,-0.0205,6296,0.0751,0.1365,41287,0.0692,0.0027,122.41210937499999,0.005,0.0967,1790.0,0.0062,0.0267,404659.0,0.0085,0.0327
201902,california,ca,532450.0,0.0148,0.0553,76312,0.0058,0.2764,48.0,-0.25,0.28,34644,-0.064,-0.079,1476,0.1081,-0.0027,17168,-0.0042,0.3599,59970,0.1291,0.0537,297.68749999999994,0.0236,0.0904,1796.0,0.005,-0.0344,1000042.0,0.0263,-0.0228
201902,massachusetts,ma,492808.0,0.0287,0.0431,14542,-0.0259,0.1483,82.5,-0.0351,-0.0625,5584,-0.0312,-0.0785,188,0.0444,-0.2879,2844,-0.0838,0.2811,9460,0.1171,-0.2252,254.67932905509122,0.022,0.0612,1882.0,0.0107,-0.0136,785493.0,0.0421,0.0167
201902,georgia,ga,283812.0,0.0145,0.0512,63982,-0.0087,0.1386,71.5,-0.1006,-0.0138,24720,0.0367,0.064,2400,0.0327,-0.1989,13812,-0.026,0.324,69751,0.169,2.518,72.31249999999999,-0.2968,-0.2677,1457.0,-0.2589,-0.3022,392096.0,0.0131,0.0375
201902,rhode island,ri,354950.0,0.0229,0.0272,3191,-0.0606,0.225,76.0,-0.0256,-0.1006,1144,-0.0035,0.1,16,0.3333,0.3333,468,-0.1702,0.0935,5347,0.1705,1.0709,213.14949060750672,0.017,0.0372,1625.0,0.0156,-0.0116,572887.0,0.0393,-0.0185
201902,arizona,az,335000.0,0.0171,0.0355,27658,0.0285,0.0438,61.0,-0.1286,-0.0394,11456,-0.0392,-0.0056,912,0.0364,-0.2785,12016,0.0713,0.2959,72267,0.0841,0.2232,168.26525657496975,0.0091,0.0571,2064.0,0.0073,-0.007,529974.0,0.0125,0.0246
201902,wyoming,wy,245050.0,-0.0061,-8.0E-4,3215,-0.0237,-0.0801,130.0,0.0359,-0.0262,652,-0.0061,-0.0843,40,0.4286,0.4286,344,-0.0549,-0.14,4478,0.0273,0.3144,116.71711059335885,-7.0E-4,0.0226,2094.0,-0.0066,5.0E-4,526570.0,0.0143,0.105
201902,colorado,co,459550.0,0.0211,-0.0269,19414,-0.008,0.1994,75.5,-0.117,-0.1065,9008,0.0445,0.0431,724,0.1677,0.0284,4436,-0.0473,0.6381,33810,0.0661,0.769,192.89453124999997,0.0196,0.059,2334.5,-0.0045,-0.0589,918166.0,0.0074,-0.0525
201902,new jersey,nj,349999.5,0.0145,0.0955,42752,0.0261,0.0288,72.0,-0.1111,-0.04,14636,0.0238,-0.0494,396,0.0102,-0.2556,8176,0.0318,0.0758,22825,0.037,-0.0983,0.0,-1.0,-1.0,0.0,-1.0,-1.0,523239.99999999994,0.0181,0.0435
201902,new york,ny,449500.0,0.0414,0.118,61407,0.005,0.0626,102.5,0.0,-0.0238,14968,-0.0717,-0.0657,544,-0.1111,-0.1856,8920,-0.0206,0.1762,59224,0.0088,0.0293,149.28125,0.03,0.0859,1481.0,-0.0034,-0.0205,1051544.0,0.0197,-0.0409
201902,tennessee,tn,269950.0,1.0E-4,0.0798,26952,-0.0232,0.0412,77.0,-0.0494,-0.0375,9636,-0.0207,0.0286,544,-0.0748,-0.33,5292,-0.0392,0.0916,44510,0.0474,0.1895,122.34374999999999,0.0038,0.1153,1928.0,-0.0036,0.0139,361529.0,0.0039,0.053
201902,oklahoma,ok,193050.0,0.0163,0.0655,15263,-0.025,-0.0864,78.5,-0.071,-0.0063,4628,-0.047,-0.1038,220,0.5278,0.0,2864,-0.0491,-0.1456,13714,-0.0391,1.0804,98.63840219422956,0.0093,0.0399,1875.5,0.0024,0.0116,263836.0,0.0115,0.0708
201902,mississippi,ms,192050.0,0.0135,0.0544,10739,0.0101,-0.0557,115.0,-0.0129,0.055,2648,0.0409,-0.0583,132,0.0645,-0.2143,1760,-0.0351,-0.0023,17198,0.0263,0.1531,92.32429078014184,0.0087,0.0461,1923.0,0.0089,0.0081,252050.0,0.0137,0.0535
201902,montana,mt,339050.0,-0.0059,0.0089,6280,-0.0468,-0.02,147.0,0.0316,0.0173,1288,-0.3163,0.0387,32,-0.3333,-0.3333,512,-0.1795,0.094,9369,0.0245,-0.1215,161.24672926030703,0.0101,0.032,2051.0,-0.027,-0.0557,594834.0,-0.0101,-0.0318
201902,nevada,nv,324500.0,-0.0017,-0.073,11641,0.0294,0.8448,56.5,-0.124,0.0561,4772,-0.1221,0.2773,324,0.1096,-0.0241,4576,0.115,1.8962,31648,-0.0422,1.2374,175.76343335894637,-0.0025,0.028,1843.5,-0.0035,-0.1188,562367.0,-0.0219,-0.1955
201902,south dakota,sd,234950.0,0.0062,0.0246,3149,0.001,-0.0266,83.5,-0.0234,0.0245,684,-0.3187,-0.2192,16,-0.4286,-0.6667,260,-0.1558,-0.0152,1662,0.0234,0.5234,119.3255200630977,0.0027,0.0455,1970.0,0.0036,-0.0155,288535.0,0.0031,-0.0127
201902,delaware,de,299999.5,0.0032,0.0621,4569,0.0022,-0.1266,116.5,0.0356,0.0264,1308,0.0686,-0.1572,164,0.2424,0.0513,840,0.129,-0.0094,880,0.2999,0.982,143.52495543672015,0.0158,0.0393,1847.0,-0.0011,0.0057,394346.0,0.0253,0.0701
201902,idaho,id,338050.0,0.0135,0.0992,6532,-0.0339,-0.0733,75.0,-0.0964,-0.1329,2364,-0.0343,-0.0529,228,0.4615,-0.2875,1184,-0.1111,0.2489,3835,0.0556,0.0576,160.67686874632136,0.0049,0.102,2136.5,-0.0056,-0.0186,566563.0,0.0234,0.0903
201902,connecticut,ct,349142.0,0.0276,4.0E-4,19087,0.0309,0.0516,106.5,-0.0139,0.0758,4492,0.0545,-0.1066,108,-0.069,-0.3077,2820,0.0129,0.0028,350,0.0174,-0.9851,179.01562499999997,0.0165,0.0682,1894.0,0.0123,0.1008,738609.0,0.0132,-0.0047
201902,district of columbia,dc,627000.0,0.0153,0.0555,1256,-0.0256,0.2042,38.5,-0.3419,-0.0128,808,0.1609,0.1412,16,1.0,0.0,268,-0.1829,0.0806,953,0.1765,-0.8536,475.86686815887265,-0.0012,0.1008,1420.5,0.0067,0.7613,949252.0,-0.0123,-0.0177
201902,alabama,al,219500.0,0.0209,0.1009,22627,-0.006,-0.0802,102.0,-0.0556,-0.0423,6300,0.0458,-0.0296,488,-0.0081,-0.3613,3800,-0.0084,0.0226,7830,0.0922,0.2269,102.73930489029667,0.0109,0.2756,1949.0,0.0013,0.1723,288411.0,0.0162,0.0876
201902,new hampshire,nh,325550.0,0.0093,0.0764,4512,-0.0479,-0.0084,106.5,0.0493,-0.0897,1364,-0.058,-0.1189,104,0.8571,0.0,584,-0.1361,0.021,2853,0.1003,-0.0496,165.32494758909854,0.0112,0.0689,1920.5,3.0E-4,-0.0093,429918.99999999994,0.0102,0.0483
201902,kentucky,ky,195500.0,0.0289,0.0861,13887,-0.0344,0.0307,93.0,0.0054,-0.0363,3856,-0.1654,-0.0837,204,0.4571,0.2439,2492,-0.0892,0.0401,32392,0.0365,-0.2499,96.16768095028965,0.005,0.0954,1776.0,0.0128,0.0447,267291.0,0.0142,0.0521
201902,indiana,in,180991.0,0.0174,0.1138,17947,-0.0532,0.0011,87.0,0.0545,0.0116,5736,-0.0688,-0.0664,220,0.1,0.1458,3408,-0.1606,-0.0955,18068,0.082,-0.2672,91.24394901032701,0.0124,0.0798,1888.5,0.0043,0.0194,247548.99999999997,0.0164,0.0631
